id,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,goal
6955,-461,41,-0.29,0.13,1.04,0.4,-12,-28,-0.009,2.7,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,-0.002,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0006
6956,-444,6,0.05,-0.08,0.88,-0.3,-12,13,0.014,0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0007
6957,187,-4,0.38,0.04,0.31,0.7,-11,16,0.003,-1.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
6958,274,4,0.38,0.11,0.27,1.4,-11,4,-0.008,-1.3,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.5,0.019,-0.0010
6959,78,11,0.08,0.09,0.48,2.0,-10,-6,-0.019,0.2,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0009
6960,-26,11,-0.22,-0.03,0.55,1.8,-10,-3,-0.012,2.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
6961,11,11,-0.35,-0.01,0.50,1.2,-11,4,0.002,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
6962,59,12,-0.33,0.01,0.46,0.8,-11,4,0.003,0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.5,0.018,-0.0009
6963,-179,11,-0.30,0.18,0.76,0.1,-12,-18,-0.004,0.9,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0008
6964,-344,5,-0.32,0.04,0.84,-0.4,-12,-1,-0.002,2.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.5,0.019,-0.0006
6965,-159,-10,0.05,-0.01,0.64,-1.0,-13,8,0.018,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
6966,103,-11,0.38,0.02,0.42,0.3,-12,4,0.001,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
6967,-123,-5,-0.39,0.10,0.66,0.7,-11,-7,-0.012,0.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0007
6968,-223,-17,-0.32,0.07,0.73,-1.0,-13,-1,0.011,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
6969,-154,-32,0.43,-0.04,0.66,-0.8,-13,3,0.016,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
6970,-58,-35,0.59,-0.01,0.55,-0.2,-12,7,0.012,-0.5,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.019,0.019,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.5,0.018,-0.0011
6971,-120,-44,-0.18,-0.01,0.62,1.1,-11,4,-0.018,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
6972,103,-44,-0.24,0.02,0.42,-0.5,-12,5,0.007,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
6973,188,-30,0.17,0.07,0.36,-0.7,-13,-2,0.008,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
6974,166,-24,0.26,0.22,0.41,-0.3,-12,-6,-0.010,-2.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0012
6975,-77,-23,-0.05,0.19,0.65,0.0,-12,-15,-0.021,-0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0011
6976,-187,-25,-0.21,0.18,0.75,-0.2,-12,-14,-0.020,0.1,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0008
6977,-317,-30,-0.39,-0.04,0.81,-0.5,-12,-2,-0.012,3.4,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.5,0.019,-0.0007
6978,-158,-49,0.09,0.01,0.65,-1.5,-13,6,0.014,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
6979,12,-52,0.17,0.04,0.51,-0.6,-13,2,-0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
6980,78,-48,-0.19,0.05,0.46,-0.6,-12,1,-0.009,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
6981,319,-36,0.28,-0.01,0.21,-1.0,-13,8,0.017,-0.1,0.020,0.020,0.020,0.020,0.020,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
6982,105,-21,0.31,0.21,0.50,0.4,-12,-19,-0.016,0.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0013
6983,-82,-20,0.15,0.22,0.67,0.6,-11,-20,-0.016,0.0,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0012
6984,-400,-27,-0.23,0.05,0.94,0.5,-11,-18,-0.026,2.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0008
6985,-449,-43,-0.51,-0.01,0.91,-0.5,-12,5,0.009,0.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
6986,-397,-50,-0.42,0.02,0.87,-1.0,-13,5,0.009,0.0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
6987,-272,-57,-0.30,-0.11,0.70,-1.4,-13,21,0.011,0.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.5,0.016,-0.0006
6988,116,-61,0.23,0.00,0.39,-1.9,-14,8,0.021,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
6989,291,-53,0.55,0.03,0.25,-0.9,-13,4,0.003,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
6990,363,-43,0.54,0.15,0.20,0.2,-12,2,-0.016,-1.3,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.020,-0.0013
6991,266,-34,0.28,0.12,0.31,0.9,-11,-7,-0.020,-0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.6,0.020,-0.0012
6992,14,-30,-0.32,0.06,0.51,0.8,-11,1,-0.025,0.8,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
6993,230,-24,-0.03,0.00,0.29,-1.3,-13,8,0.019,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
6994,507,11,0.48,0.12,0.07,0.4,-12,0,0.002,-1.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0009
6995,452,25,0.45,0.12,0.13,1.3,-11,-6,-0.011,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
6996,73,51,-0.32,0.10,0.48,1.8,-10,-8,-0.013,0.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.020,-0.0008
6997,17,51,-0.42,-0.03,0.46,0.7,-11,13,0.004,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.5,0.017,-0.0007
6998,-2,53,-0.20,0.07,0.53,-0.3,-12,-3,0.011,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0008
6999,-489,17,0.05,0.05,0.96,-0.5,-12,3,0.002,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
7000,-238,-31,-0.11,-0.03,0.71,-0.7,-13,8,0.000,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0006
7001,-36,-37,0.08,-0.01,0.53,-0.9,-13,7,0.015,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
7002,69,-36,0.30,0.02,0.44,-0.6,-12,6,0.010,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.5,0.018,-0.0010
7003,-24,-34,0.16,0.10,0.57,0.3,-12,-6,-0.010,0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.020,-0.0008
7004,-119,-36,0.03,0.07,0.65,0.5,-12,-6,0.002,0.4,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0013
7005,-270,-43,-0.18,0.11,0.81,0.5,-11,-11,-0.031,1.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0008
7006,-370,-51,-0.57,0.13,0.87,-0.2,-12,-3,-0.008,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.5,0.020,-0.0007
7007,-393,-55,-0.53,0.07,0.90,-0.6,-12,-5,0.009,0.6,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0.000,-0.002,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
7008,6,-76,0.17,-0.05,0.48,-1.5,-13,12,0.015,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0008
7009,348,-66,0.40,-0.03,0.18,-0.5,-12,9,0.001,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0009
7010,502,-47,0.29,0.04,0.07,0.6,-11,-3,-0.011,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0011
7011,422,-25,-0.08,0.20,0.21,1.0,-11,-20,-0.020,-1.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0008
7012,216,-18,-0.33,0.19,0.38,0.7,-11,-16,-0.018,-0.3,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,-0.001,0.000,-0.001,0.000,-0.001,0.000,0.6,0.021,-0.0006
7013,-19,-20,0.37,0.01,0.52,0.2,-12,6,0.013,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
7014,16,-20,0.45,-0.02,0.49,0.5,-12,6,0.011,0.2,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
7015,52,-18,0.40,0.04,0.46,1.6,-10,3,-0.011,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
7016,56,-17,0.27,0.03,0.47,2.0,-10,0,-0.012,0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.5,0.018,-0.0011
7017,-176,-19,-0.37,0.12,0.71,1.9,-10,-9,-0.021,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0008
7018,14,35,-0.12,0.11,0.78,-0.5,-8,-9,0.002,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.028,-0.0008
7019,-35,35,-0.11,0.11,0.83,-0.6,-8,-9,0.002,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.028,-0.0005
7020,70,27,0.31,-0.08,0.62,-0.2,-8,9,0.008,-0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0007
7021,-172,27,0.21,0.02,0.93,1.6,-6,-8,-0.008,0.3,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.026,-0.0008
7022,-317,6,-0.24,-0.06,1.02,1.5,-6,2,-0.008,1.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.025,-0.0006
7023,-198,-14,-0.21,-0.01,0.89,0.4,-8,3,0.004,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0005
7024,269,-12,0.26,-0.06,0.39,0.5,-7,7,0.006,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.7,0.023,-0.0007
7025,192,14,0.05,0.05,0.50,1.8,-6,-5,-0.008,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0008
7026,37,21,-0.22,0.07,0.66,1.5,-6,-7,-0.009,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.025,-0.0007
7027,3,21,-0.26,0.07,0.69,1.4,-7,-7,-0.008,-0.1,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.001,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.025,-0.0006
7028,-114,-41,0.22,-0.03,0.74,0.4,-8,5,0.001,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0008
7029,-40,-43,0.20,0.09,0.68,0.8,-7,2,-0.009,-1.0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0007
7030,520,-28,-0.25,-0.11,0.08,0.4,-8,12,-0.002,0.0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.6,0.020,-0.0006
7031,247,43,0.14,0.09,0.41,-0.6,-8,-8,0.006,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0007
7032,-611,20,-0.08,0.12,1.23,0.2,-8,-12,-0.004,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.023,-0.0006
7033,767,-45,0.09,0.09,-0.12,0.5,-8,-4,-0.003,-2.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0008
7034,616,0,-0.18,0.06,0.03,0.5,-8,-6,-0.011,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.6,0.021,-0.0006
7035,378,27,-0.24,0.06,0.24,-0.5,-8,-4,0.005,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0005
7036,306,39,-0.13,0.15,0.33,-0.9,-9,-10,0.008,-1.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0006
